UWI,Nombre del Pozo,"Profundidad Total 
(ft)",Departamento,Cuenca,Lat,Lon,"Coordenada
X","Coordenada 
 Y","Elevación GL
(ft)","Elevacion 
(m)","Temperatura en superficie 
(°C)","BHT
(°F)","BHT
(°C)","Profundidad BHT
(ft)","Profundidad BHT 
(m)",Temperatura de formación (°C),Gradiente Geotérmico Aparente (°C/Km),Año de actualizacion del dato,Distance_To_Nearest_Volcano (m),Radius (m),Number of Volcanoes Nearby,Moho_Depth (m),LAB,RHO_C,RHO_L,RHO_SL,FA,G_zz,G_xx,G_yy
00010033,PURIFICACION-7,6050,Tolima,Valle Superior del Magdalena,3.860369,-74.927278,905988.806485,918362.541066,978.0,298.0944,26.709528,152.0,66.66666666666667,6050.0,1844.0400000000002,72.49840709245298,24.830740706520995,2008.0,65954.2352372161,70954.2352372161,2,44827.563198013304,173908.05195608505,2924.4667160064746,3352.6776737712416,3469.28202766283,52.43427156376265,0.9406006696216177,-0.5580004805132466,-0.38318682126667764
PURN0001,PURNIO-1,4950,Cundinamarca,Valle Medio del Magdalena,5.729919,-74.591683,943420.982287,1125082.193231,800.0,243.84,26.9808,130.0,54.44444444444445,4950.0,1508.76,58.94538046456445,21.18599410414145,2008.0,41739.61723644119,46739.61723644119,1,38796.15613543715,193958.83143844333,2834.119042764376,3348.9031731239497,3477.385334404151,60.61596498498442,0.9653383988908062,-0.5270361421433399,-0.43608762493309733
PUTA0001,PUTANA-1,7023.5,Santander,Valle Medio del Magdalena,7.123386,-73.516403,1062363.047777,1279197.902327,530.0,161.544,27.39228,148.0,64.44444444444444,7057.0,2150.9736000000003,71.53906395390301,20.524093812170918,2008.0,228746.96379971044,233746.96379971044,1,41859.20346798657,161460.16836055258,2781.265150582558,3343.0666298631754,3471.4328420291426,59.99228156060704,0.5913790791730164,-0.346357633428743,-0.2363614063326103
PUTU0001,PUTUMAYO-1,10420,Putumayo,Caguan-Putumayo,0.406217,-76.654275,713433.972138,536410.44207,928.0,282.8544,26.785728,225.0,107.22222222222223,10415.0,3174.492,118.38975691198537,28.856279654188885,2008.0,85412.43159929907,90412.43159929907,5,35951.36539391903,67008.74089903531,2838.335727941408,3282.7353451210624,3440.907975579599,30.45579073896971,0.591902536049002,-0.3274682527869442,-0.2597818798929442
QROJ0001,QUEBRADA ROJA-1,9715,Santander,Valle Medio del Magdalena,7.121936,-73.697514,1042355.103899,1279017.014742,439.0,133.8072,27.530964,138.0,58.88888888888889,9750.0,2971.8,69.30828823693071,14.057919185991894,2008.0,215145.8083188365,220145.8083188365,1,42088.33772852266,165426.28739096696,2779.6024495256197,3343.420211414221,3472.324349014536,57.8045204804809,0.5947439612640374,-0.34588208454528235,-0.24106133351852585
QROJ0002,QUEBRADA ROJA-2,8987,Santander,Valle Medio del Magdalena,7.127369,-73.70225,1041831.399929,1279617.479098,333.0,101.4984,27.692508,151.0,66.11111111111111,8987.0,2739.2376,75.622487933615,17.49756207114527,2008.0,215267.29050461258,220267.29050461258,1,42064.663694978146,165326.64015531095,2779.481547395691,3343.3466142884395,3472.2885611156544,57.58656090453293,0.5933334252326318,-0.3453168800339611,-0.24024231027276638
QUEN0001,QUENANE-1 (1127-1X),11836,Meta,Llanos Orientales,4.048622,-73.476344,1067137.773277,939158.030298,1030.0,313.944,26.63028,198.0,92.22222222222223,10728.0,3269.8944,103.72408965010551,23.576849958856624,2009.0,192566.20856887044,197566.20856887044,2,36239.2827445926,181502.61791299,2888.0176237473565,3349.0163780503217,3473.9714738641296,29.884628961211284,0.6313947411414151,-0.3411559596653526,-0.292294721496536
QUES0001,QUESO-1,2620,Tolima,Valle Superior del Magdalena,3.68195,-75.461478,846610.910702,898704.89899,2056.0,626.6688,25.066656,116.0,46.66666666666667,2630.0,801.624,48.68361873830326,29.461396787400652,2008.0,85715.19224840036,90715.19224840036,3,43834.49267704381,158770.34335350015,2909.2415833590585,3348.2561617381107,3463.2111810835077,56.687260039101446,0.9365127185633195,-0.5709438846655761,-0.36435219855931444
QUIL0001,QUILILI-1,9600,Putumayo,Caguan-Putumayo,0.568678,-76.451378,736048.23139,554383.236919,857.0,261.2136,26.893932,197.0,91.66666666666667,9600.0,2926.08,101.91121514747994,25.637468267265398,2008.0,73965.96234587164,78965.96234587164,1,35451.84263503681,69260.14082903451,2837.3116198694916,3284.403179580979,3441.7766399094025,33.30339980286822,0.6106618450221292,-0.3447067521582862,-0.2612690123003505
QUIL0002,QUILILI-2,9655,Putumayo,Caguan-Putumayo,0.554622,-76.468564,734132.771288,552828.427744,884.0,269.4432,26.852784,204.0,95.55555555555556,9655.0,2942.844,105.86444823808569,26.848743677233887,2008.0,76187.02606815261,81187.02606815261,1,35474.95881730114,69432.58601723662,2837.2263045460527,3284.4892295417794,3441.8105591974486,33.33300257271565,0.6101248511502784,-0.34395914092871865,-0.2615031965203064
QUIA0001,QUILLACINGA-1,9550,Putumayo,Caguan-Putumayo,0.263917,-76.550153,725032.305634,520657.202385,838.0,255.4224,26.922888,202.0,94.44444444444444,9550.0,2910.84,104.63027225547066,26.695862450519666,2008.0,104985.07604673582,109985.07604673582,6,34726.48159404703,70572.7343367056,2840.4462165839304,3286.3070583093668,3441.5297685988326,25.437155758181813,0.5403058287505903,-0.29370821671687375,-0.24351495714557653
QUIA0002,QUILLACINGA-2,9540,Putumayo,Caguan-Putumayo,0.258439,-76.550967,724941.496071,520050.942831,813.0,247.8024,26.960988,220.0,104.44444444444444,9540.0,2907.7920000000004,114.6185027830322,30.145730775458556,2008.0,105446.2838998756,110446.2838998756,6,34708.5639082557,70565.31284519144,2840.5348499035217,3286.332583326209,3441.5127165394592,25.232595619196125,0.5387163909658933,-0.29257744255495843,-0.24308377648081503
QUIM0002,QUIMBAYA-2,5762,Tolima,Valle Superior del Magdalena,3.829583,-75.312411,863198.864163,915009.740416,,386.0,26.27,147.0,63.88888888888889,5760.0,1755.6480000000001,69.36335251405619,24.54555384339924,2008.0,65037.83205050814,70037.83205050815,2,44260.081568748195,165908.12386083847,2912.515656812259,3350.1348014011496,3465.7233144555667,55.266452310171516,0.9546730236665255,-0.5749210357004064,-0.37934053451915184
QINA0001,QUINA-1,7003,Cundinamarca,Valle Medio del Magdalena,4.883975,-74.665497,935155.860412,1031536.385623,4542.0,1384.4016000000001,21.277991999999998,124.0,51.111111111111114,8046.0,2452.4208000000003,59.455563450948205,15.567300461221093,2008.0,72232.00381422715,77232.00381422715,3,43476.72822041095,189819.82371102954,2874.818842776261,3348.9642208643095,3475.2901175481184,56.39179553783335,1.0160919140048956,-0.569372671860729,-0.4464694825149523
QUIN0001,QUINDE-1,10090,Putumayo,Caguan-Putumayo,0.41995,-76.583692,721299.628745,537927.963696,837.0,255.1176,26.924412,210.0,98.8888888888889,10090.0,3075.4320000000002,109.69669704690004,26.91403518169156,2008.0,88649.77292951691,93649.77292951691,5,35564.14872204548,68908.11113722439,2838.1031825523555,3284.1860862864773,3441.464895176495,30.85817515545645,0.5891032953593834,-0.32712117905877763,-0.25768832786497775
QUTR0001,QUINTERO-1,1885,Cundinamarca,Valle Medio del Magdalena,5.045519,-74.650814,936800.027768,1049400.063414,,625.0,25.075,108.0,42.22222222222222,1885.0,574.548,43.56953326643949,32.18970959160852,2008.0,68200.33324339872,73200.33324339872,2,42977.62460818163,190618.95640672,2867.4017117407216,3348.78113706282,3475.7114375122796,58.2049377477486,1.0217034912100615,-0.5683544483093423,-0.4529023741107868
QUIT0001,QUITURO-1,4027,Huila,Valle Superior del Magdalena,2.080883,-75.933261,793888.897035,721663.873861,3722.0,1134.4656,22.527672,127.0,52.77777777777778,4220.0,1286.256,56.441330386443106,26.366180905234337,2008.0,16674.398609239015,21674.398609239015,2,45073.05695239986,88659.88976811938,2865.6448024239053,3303.472739113789,3444.834341536267,45.06704282206442,0.7131521173953228,-0.4462090588645122,-0.2596117227505755
RAJA0001,RAJALENA-1,8602,Huila,Valle Superior del Magdalena,2.983689,-75.263936,868469.708579,821443.700222,1491.0,454.45680000000004,25.927716,168.0,75.55555555555556,8762.0,2670.6576,84.79159097325574,22.040966604350828,2008.0,85173.25643085755,90173.25643085755,1,45086.823695540785,140577.65290002452,2933.716446151745,3342.622246140286,3459.2105798522593,51.96922652297254,0.8292037861640901,-0.5127714945996006,-0.31507317086242376
RHER0001,RANCHO HERMOSO-1,10710,Casanare,Llanos Orientales,5.0321,-71.9795,1233093.428,1048262.891,,169.0,27.355,204.0,95.55555555555556,10710.0,3264.4080000000004,107.03854301621568,24.409798963921077,2009.0,337036.5905384943,342036.5905384943,1,37556.04046340695,150694.94829510138,2851.17019581469,3348.235818794291,3465.3299751905306,9.226484141831248,0.25033789044343174,-0.05682637854372595,-0.1877491646091436
RHER0002P,RANCHO HERMOSO-2P,12942,Casanare,Llanos Orientales,5.021892,-71.97865,1233192.007244,1047134.187841,552.0,168.24960000000002,27.358752,240.0,115.55555555555556,12946.0,3945.9408000000003,128.96023335504063,25.74835419604892,2009.0,337364.1578668207,342364.1578668207,1,37508.877056524114,150821.77279431742,2851.4217741648677,3348.299309104738,3465.348653800317,9.046624460851989,0.24912789224628842,-0.05621972702285757,-0.18715473889462225
RANH0001A,RANCHO QUEMADO A-1,6185,Meta,Llanos Orientales,4.30676,-71.959154,1235594.005205,968006.005541,591.0,180.13680000000002,27.299315999999997,170.0,76.66666666666667,6185.0,1885.188,82.66595771252999,29.369294580980778,2009.0,356922.9914883105,361922.9914883105,2,34102.16017677606,169246.01691780335,2871.444385138641,3353.419819729772,3469.728863839082,-8.201381986047503,0.1552241806075509,-0.01384080150575384,-0.13522974060395168
RANH0001,RANCHO QUEMADO-1,5639,Meta,Llanos Orientales,4.334664,-71.903394,1241779.429604,971111.305003,597.0,181.96560000000002,27.290172,178.0,81.11111111111111,5630.0,1716.0240000000001,86.42673624160844,34.461385296247855,2009.0,363022.0239894187,368022.0239894187,2,34168.3341051476,168456.05356477355,2871.199956379854,3353.5628421661168,3469.4630839696138,-9.708249378416483,0.13886890506864744,-0.0023095149821428097,-0.129984297661968
REDO0001,REDONDO-1,9760,Arauca,Llanos Orientales,6.914019,-71.171625,1321669.229631,1256989.232509,475.0,144.78,27.4761,200.0,93.33333333333334,9777.0,2980.0296000000003,103.78398932106806,25.606419923167223,2009.0,441709.9462985476,446709.9462985476,1,36882.24257321768,117341.77849552636,2861.0036334869687,3327.960396197763,3458.0423335467326,-37.30846652011104,0.08367558417509963,0.07508294132534205,-0.15775103224873968
REFR0001,REFORMA-1,11001,Santander,Valle Medio del Magdalena,7.479667,-73.57665,1055663.161689,1318594.007274,256.0,78.0288,27.809856,200.0,93.33333333333334,13715.0,4180.332,107.143409105023,18.977811596070122,2008.0,254533.51558197822,259533.51558197822,1,39799.73799616807,144902.6028134968,2775.6562417093182,3335.6702166124646,3466.5247965537665,48.15634575232156,0.4944747729920406,-0.31636194800567397,-0.16999954692252348
REGA0001,REGALO-1,8843,Santander,Valle Medio del Magdalena,6.884403,-73.550425,1058634.277999,1252762.68608,802.0,244.4496,26.977752,170.0,76.66666666666667,8843.0,2695.3464000000004,86.00215146284356,21.89863219912793,2008.0,207712.7499082237,212712.7499082237,1,43327.7989803972,167402.9757939444,2784.3523152282573,3345.1136616513095,3473.055052712561,65.57242520111825,0.6509902079321902,-0.36826092376375175,-0.2741012100822551
REMA0001,REMACHE NORTE-1,5507,Casanare,Llanos Orientales,5.162636,-71.079858,1332894.022893,1063108.725473,411.0,125.2728,27.573636,160.0,71.11111111111111,5507.0,1678.5336,76.27728357406109,29.015592880631694,2009.0,432928.3637567223,437928.3637567223,1,35161.2495169986,147055.4283961013,2866.961881260411,3349.094887535944,3463.961212886781,-29.157159527936756,-0.05003960543704516,0.13464132859795053,-0.07505943577418742
REMC0001,REMACHE SUR-1,5400,Casanare,Llanos Orientales,5.089492,-71.151831,1324940.504857,1054972.371643,415.0,126.492,27.56754,168.0,75.55555555555556,6497.0,1980.2856000000002,81.94455622664304,27.459178729897868,2009.0,426160.5888834049,431160.5888834049,1,35209.40907273518,148802.84008827645,2866.433011689123,3349.9172372603125,3464.3283479645784,-26.850697947865697,-0.0349505107465026,0.12464810876645842,-0.0800137203333559
00009435,REMANA-1,8260,Arauca,Llanos Orientales,6.940776,-71.158883,1323061.037429,1259960.701165,475.0,144.78,27.4761,195.0,90.55555555555556,8250.0,2514.6,99.15592827456686,28.50545942677438,2009.0,443988.13038173004,448988.13038173004,1,36931.78640178971,116981.75344570681,2861.3733859379186,3327.6639054429033,3458.0195211310383,-37.54345965663995,0.08174657719753528,0.07655480732476154,-0.1574433450466953
REML0001,REMOLINO GRANDE-1,9082,Nariño,Tumaco,2.242222,-78.520603,505636.071239,740133.753214,,18.0,28.11,147.0,63.88888888888889,7789.0,2374.0872,71.90949899606701,18.448984938744886,2008.0,156696.0412297664,161696.0412297664,2,31175.068969995824,88932.1796058228,2826.8529420521754,3314.1907919624437,3439.2043218763856,8.345857938038458,0.3618371929186055,-0.21375016443069245,-0.14456673472295486
REMO0001,REMOLINO-1,6487,Magdalena,Sinú-San Jacinto,10.689419,-74.596614,943579.606378,1673619.289744,8.0,2.4384,28.187808,171.0,77.22222222222223,6495.0,1979.6760000000002,83.60871513039986,27.994938126440818,2008.0,561890.8100138037,566890.8100138037,1,30445.484821133075,151674.44483611223,2686.3295132927024,3354.277323986664,3460.7010035581143,-16.21534231453972,-0.06732873443786248,-0.03334811979562204,0.1004903842559931
REPO0001,REPOSO-1,5412,Cesar,Valle Medio del Magdalena,8.34695,-73.7031,1041617.755007,1414500.656159,208.0,63.3984,27.883008,148.0,64.44444444444444,5431.0,1655.3688000000002,69.51870029715543,25.151913155035558,2008.0,330512.0907623585,335512.0907623585,1,36356.42732264949,113487.60055611722,2778.4152179362145,3323.5336148484485,3455.5576574261772,-0.7258696562640559,0.20369799841023464,-0.22091084540972938,0.020584373614944966
REVA0002,REVANCHA-2,6311.99023,Tolima,Valle Superior del Magdalena,3.835375,-74.874986,911794.991182,915592.872638,2788.0,849.7824,23.951088,140.0,60.0,5285.0,1610.8680000000002,64.89864829386242,25.419562803322442,2008.0,71030.37457968867,76030.37457968867,2,45268.860453963374,174212.45326571428,2925.9862900811117,3352.7754404498364,3469.5098066022388,51.643069501162664,0.9307416856207361,-0.5517889377666046,-0.3796375073565389
REVA0003,REVANCHA-3,6475,Tolima,Valle Superior del Magdalena,3.83556,-74.875075,911785.167826,915613.307933,2778.0,846.7344,23.966327999999997,139.0,59.44444444444445,2355.0,717.8040000000001,61.20590861928506,51.879873362763455,2008.0,71007.57789392101,76007.57789392101,2,45266.69369867372,174214.96630851613,2925.977981710904,3352.775244645119,3469.5103220236874,51.645158907384065,0.930780445207593,-0.5518090776710842,-0.3796559001202276
RICA0001,RICAURTE-1,4336,Magdalena,Valle Inferior del Magdalena,9.327979,-74.207824,986057.806374,1522986.861398,117.0,35.6616,28.021691999999998,132.0,55.55555555555556,4263.0,1299.3624,59.26719567255274,24.046796854020663,2008.0,417399.2105596088,422399.2105596088,1,37783.74907680247,97428.80906729827,2745.8379648165674,3318.4122295102165,3448.6170410872164,-28.95966762887059,-0.02355952363111696,-0.11691594798479953,0.1401849535298902
RINC0001,RINCON-1,7697,Bolivar,Valle Inferior del Magdalena,9.0146,-74.690439,932977.0275,1488379.284481,53.0,16.154400000000003,28.119228,156.0,68.88888888888889,7697.0,2346.0456,76.79329022820637,20.74727883729386,2008.0,375413.71773106424,380413.71773106424,1,37097.77103943225,80625.56542535656,2729.080102722566,3304.985990715228,3444.3905919817566,-30.406065959195903,-0.03363971140386814,-0.08036453427079449,0.1141371701780511
RINC0003,RINCON-3,7358,Bolivar,Valle Inferior del Magdalena,9.007342,-74.671533,935054.660951,1487573.04342,56.0,17.0688,28.114656,150.0,65.55555555555556,7360.0,2243.328,73.03360221204306,20.023352007393957,2008.0,374780.4414835472,379780.4414835472,1,37100.08036137085,80796.6054103238,2729.953220297666,3305.069619531215,3444.477321061307,-30.213658654973713,-0.03133304167168691,-0.08238224885615404,0.11386473003417258
RINO0001A,RINCONERA-1A,8680,Bolivar,Valle Inferior del Magdalena,9.254244,-74.433914,961210.883694,1514848.170255,82.0,24.9936,28.075032,178.0,81.11111111111111,8680.0,2645.664,90.24612218327951,23.49923882370532,2008.0,405055.8419801227,410055.8419801227,1,37514.237139294135,88090.6244680669,2734.534290171526,3311.775711543659,3446.1559392045087,-31.54790909233551,-0.0442708521113634,-0.09441315033087432,0.13852869583176625
RIOA0001,RIO AIPE-1,4462,Huila,Valle Superior del Magdalena,3.239333,-75.276606,867092.918991,849720.226537,1374.0,418.7952,26.106023999999998,132.0,55.55555555555556,4466.0,1361.2368000000001,59.49640353872507,24.52944229742031,2008.0,90566.60661599327,95566.60661599327,1,45077.52102481462,149429.02947603384,2931.339844043303,3346.8899026841364,3461.4564892208873,54.48739668434332,0.8721398127156399,-0.5365086880259005,-0.334639069220039
RIOA0002,RIO AIPE-2,6181,Huila,Valle Superior del Magdalena,3.217831,-75.285519,866099.141204,847343.126449,1370.0,417.576,26.112119999999997,136.0,57.77777777777778,6183.0,1884.5784,63.77458143687886,19.984555398108593,2008.0,88747.54788983021,93747.54788983021,1,45120.59972931855,148475.19705720057,2931.2023251142214,3346.5131208118796,3461.176860727055,54.50410017829712,0.8692303499137051,-0.5352324619051733,-0.3329257578423714
RCEI0022,RIO CEIBAS-22,5155,Huila,Valle Superior del Magdalena,2.970037,-75.176802,878157.172073,819923.808381,2231.0,680.0088000000001,24.799955999999998,212.0,100.0,5155.0,1571.2440000000001,104.74341555640467,50.879086606793514,2008.0,94728.80504035534,99728.80504035534,1,44753.53047064634,141951.27445563118,2937.504430578446,3343.073448352183,3459.82140984576,49.959072788448346,0.8173822963415805,-0.5040179280727476,-0.3124572854789114
RCEI0024ST1,RIO CEIBAS-24 ST 1,5036,Huila,Valle Superior del Magdalena,2.958343,-75.19047,876636.105895,818631.965694,2085.0,635.508,25.02246,120.0,48.88888888888889,4520.0,1377.6960000000001,52.89130050572479,20.228584902420266,2008.0,93151.14239147594,98151.14239147594,1,44765.96997320061,141201.81399125003,2936.909096929418,3342.6994250322746,3459.588357200323,50.0830264094021,0.8168217686147462,-0.5039987987959881,-0.3118248540991358
RCEI0003,RIO CEIBAS-3,5075,Huila,Valle Superior del Magdalena,2.965439,-75.181011,877688.632276,819415.706334,,672.0,24.84,134.0,56.66666666666667,5075.0,1546.8600000000001,61.315110352879245,23.580097974528556,2008.0,94235.80737255176,99235.80737255176,1,44754.85027435088,141682.18928057764,2937.3209242613866,3342.9368945869746,3459.7396870949774,49.98307205483678,0.8170281877275443,-0.5039080239803261,-0.31218363965655854
RCEI0030,RIO CEIBAS-30,5066,Huila,Valle Superior del Magdalena,2.951329,-75.190046,876682.401539,817856.16486,2275.0,693.4200000000001,24.7329,133.0,56.111111111111114,5066.0,1544.1168,60.74889774639082,23.324658954808868,2008.0,93169.62721977886,98169.62721977886,1,44753.467924587785,140938.42876616336,2936.9014754734712,3342.5435445449702,3459.521508340569,49.96886045242078,0.815473189779236,-0.5032088673702818,-0.3112577274946032
RCEI0031,RIO CEIBAS-31,5320,Huila,Valle Superior del Magdalena,2.941687,-75.198214,875773.06532,816790.640181,1982.0,604.1136,25.179432,134.0,56.66666666666667,5320.0,1621.536,61.607293187230496,22.46503388591465,2008.0,92234.1692877245,97234.1692877245,1,44760.89515462432,140384.55623379786,2936.5189173335098,3342.252727757682,3459.3551798745284,49.99909619991917,0.8146314860206473,-0.5028983151900213,-0.3106675555442532
RCEI0036,RIO CEIBAS-36,5190,Huila,Valle Superior del Magdalena,2.946867,-75.194111,876229.898805,817363.088852,588.0,588.0,25.259999999999998,132.0,55.55555555555556,5190.0,1581.912,60.34065620579223,22.176111064200935,2008.0,92703.60943997205,97703.60943997205,1,44757.30626022401,140676.1533612404,2936.7139821529086,3342.4071462172997,3459.442156327724,49.98936862253176,0.8151183086387986,-0.5030919318508187,-0.3109909753582037
00009429,RIO CEIBAS-51,5409,Huila,Valle Superior del Magdalena,2.957096,-75.183186,877445.829655,818493.230898,2286.0,696.7728000000001,24.716136,145.0,62.77777777777778,5409.0,1648.6632000000002,67.82548942850738,26.14806555305376,2008.0,93953.83053173362,98953.83053173362,1,44745.68900731367,141311.91205076277,2937.205774688811,3342.731631845961,3459.6376498277964,49.90666832004568,0.8157399099969166,-0.5032123102331139,-0.3115666932136505
RCEI0054,RIO CEIBAS-54,5200,Huila,Valle Superior del Magdalena,2.951261,-75.19034,876649.746241,817848.632423,2277.0,694.0296000000001,24.729851999999998,212.0,100.0,5200.0,1584.96,104.79702550973002,50.516841756088496,2008.0,93136.75139801326,98136.75139801326,1,44754.13696124545,140929.40370600065,2936.8889916050875,3342.5395418633752,3459.5183371487024,49.974214348217885,0.8154949741614868,-0.5032279352176615,-0.3112587531469648
RCEI0056,RIO CEIBAS-56,5222,Huila,Valle Superior del Magdalena,2.946783,-75.193833,876260.858431,817353.844996,1929.0,587.9592,25.260203999999998,141.0,60.55555555555556,5222.0,1591.6656,65.37883875096554,25.20544186603363,2008.0,92734.21528060197,97734.21528060197,1,44756.395068178084,140678.87592709027,2936.7252678675072,3342.4075324166683,3459.443652449827,49.982049302900215,0.8150701137791238,-0.503057903116431,-0.31097818835298235
00009470,RIO CEIBAS-57,6262,Huila,Valle Superior del Magdalena,2.94175,-75.19816,875779.099364,816797.668275,1986.0,605.3328,25.173336,140.0,60.0,6262.0,1908.6576,66.09516685420546,21.44011102578349,2008.0,92240.31299329794,97240.31299329794,1,44760.83442905569,140388.19403546737,2936.5214820846795,3342.2546479734206,3459.3562725878487,49.99889336818598,0.8146369447723875,-0.5029003189937741,-0.31067140092422624
00009428,RIO CEIBAS-60,6716,Huila,Valle Superior del Magdalena,2.938111,-75.205176,874998.474349,816395.957068,2063.0,628.8024,25.055988,152.0,66.66666666666667,6716.0,2047.0368,73.33088507947578,23.58281838385894,2008.0,91453.60438129613,96453.60438129613,1,44777.149361566764,140094.24979194606,2936.20663266396,3342.1105035725377,3459.260438620784,50.09505345047699,0.8147750680048536,-0.5031322185167715,-0.31053370308721207
RCEI0062,RIO CEIBAS-62,5836,Huila,Valle Superior del Magdalena,2.949122,-75.197225,875883.887086,817612.892296,,587.0,25.265,138.0,58.88888888888889,5293.0,1613.3064000000002,63.79712542811548,23.883947542832207,2008.0,92365.13548103026,97365.13548103026,1,44769.62739582764,140696.95170825065,2936.592480641736,3342.43297456266,3459.4386255845898,50.09111663531542,0.8159005761273701,-0.5036137206136798,-0.31123801559395303
RCEI0066,RIO CEIBAS-66,5446,Huila,Valle Superior del Magdalena,2.948992,-75.19715,875892.212509,817598.450707,,587.0,25.265,135.0,57.22222222222222,5446.0,1659.9408,62.31459282907051,22.31982780896193,2008.0,92373.02676620605,97373.02676620605,1,44769.21285961401,140693.50014089444,2936.5951149879825,3342.430617088025,3459.4379494935024,50.08752814624713,0.8158677505056863,-0.5035930435658502,-0.3112260741350443
RCEI0081,RIO CEIBAS-81,5498,Huila,Valle Superior del Magdalena,2.952069,-75.195656,876058.728545,817938.675998,,650.0,24.95,139.0,59.44444444444445,5498.0,1675.7904,64.59971460646996,23.66030656725922,2008.0,92549.7053435445,97549.7053435445,1,44769.82958870841,140845.72720018867,2936.669974587976,3342.5136330885107,3459.481522367972,50.10155765010972,0.8162644602504018,-0.5037903402559976,-0.3114383275642524
RCHI0001E,RIO CHITAMENA E-1,10838,Casanare,Llanos Orientales,4.932814,-72.734411,1149360.408065,1037059.93882,1343.0,409.3464,26.153268,275.0,135.0,15730.0,4794.504,148.9945183497691,25.62126350291273,2009.0,258973.0712327858,263973.0712327858,1,38116.84188651164,155815.70909286823,2845.0162266293755,3346.328176073064,3467.5231888216094,42.40876741231058,0.5428261566875702,-0.2507019507862544,-0.2912952120157244
RORO0014K,RIO DE ORO-14,8296,Norte de Santander,Catatumbo,9.096636,-72.904837,1129298.663049,1497606.6629,486.0,148.1328,27.459336,168.0,75.55555555555556,6542.0,1994.0016,82.00100981737933,27.352873647332743,2008.0,445321.9430953591,450321.9430953591,1,34037.8449103744,137971.9110440328,2828.0685992985354,3342.648535390491,3462.2888014948016,-12.328152376323292,0.10781834659165809,-0.191396654670366,0.08334830142352535
RORO0015K,RIO DE ORO-15,7481,Norte de Santander,Catatumbo,9.103358,-72.895728,1130297.856715,1498353.609831,261.0,79.5528,27.802236,186.0,85.55555555555556,8102.0,2469.4896000000003,93.97037662894616,26.79425765913173,2008.0,446475.7601118569,451475.7601118569,1,33973.98874921243,138378.81513208806,2828.318017219157,3342.8253304316177,3462.445214504196,-12.152251041585309,0.1077804906013262,-0.19066412150467943,0.08264016745919098
RORO0017K,RIO DE ORO-17K,7050,Norte de Santander,Catatumbo,9.133256,-72.881714,1131827.765068,1501666.121649,116.0,35.3568,28.023215999999998,135.0,57.22222222222222,7050.0,2148.84,64.30799066462015,16.88574982996414,2008.0,450119.40564687375,455119.40564687375,1,33774.83790556579,139300.12018443987,2828.458699199009,3343.1931975569387,3462.792767889303,-11.680851995958484,0.1064734062506751,-0.18837729409261866,0.08159624933142755
RORO0018K,RIO DE ORO-18K,8303,Norte de Santander,Catatumbo,9.092508,-72.901114,1129709.5457,1497151.385901,487.0,148.4376,27.457812,220.0,104.44444444444444,8303.0,2530.7544000000003,113.1110985715458,33.84496202853417,2008.0,445136.6511545618,450136.6511545618,1,34052.00282343938,138036.5043297608,2828.249935412487,3342.68621469409,3462.3165615568264,-12.319069514174144,0.10826578879211246,-0.19150413723227308,0.08301899256492418
RORO0019K,RIO DE ORO-19K,8435,Norte de Santander,Catatumbo,9.125228,-72.885828,1131378.402872,1500776.533441,,188.0,27.259999999999998,150.0,65.55555555555556,8425.0,2567.94,74.37440597416823,18.34715997031404,2008.0,449121.30614480394,454121.30614480394,1,33826.54915454962,139040.06626870178,2828.4106812622467,3343.0894949528106,3462.694184031907,-11.815683070172671,0.10679405843288588,-0.18900207591387624,0.08191713067963259
RORO0020,RIO DE ORO-20,8781,Norte de Santander,Catatumbo,9.108889,-72.886144,1131349.566806,1498968.903339,196.0,196.0,27.22,258.0,125.55555555555556,8781.0,2676.4488,134.8149499819586,40.20063824197145,2008.0,447543.15838029917,452543.15838029917,1,33917.133390606105,138783.7994034046,2828.5920201639274,3343.002053743623,3462.6019049051497,-11.982227456939995,0.10784378269268646,-0.18997535565495677,0.08187783602055934
RORO0022K,RIO DE ORO-22K,8500,Norte de Santander,Catatumbo,9.096825,-72.911061,1128614.246329,1497625.377914,,238.0,27.009999999999998,189.0,87.22222222222223,8990.0,2740.152,96.73725045442248,25.446489995599695,2008.0,444991.2162864368,449991.2162864368,1,34055.247397285195,137764.46961067856,2827.842183504968,3342.551363412334,3462.2073724365364,-12.397732117054757,0.10753939813855183,-0.19161809011689246,0.08384681372954372
RORO0025,RIO DE ORO-25,1745,Norte de Santander,Catatumbo,9.115511,-72.882242,1131776.249642,1499702.913919,332.0,101.1936,27.694032,108.0,42.22222222222222,1745.0,531.876,43.45185931004956,29.626881660480183,2008.0,448394.9899769383,453394.9899769383,1,33869.743133434175,139014.16029650654,2828.649593719184,3343.09542543292,3462.6891358785383,-11.874295202266847,0.10757547444637047,-0.18943190048425973,0.08158855731355753
RORO0028K,RIO DE ORO-28K,7550,Norte de Santander,Catatumbo,9.129222,-72.879669,1132054.032155,1501220.667004,,183.0,27.285,163.0,72.77777777777779,7693.0,2344.8264,80.6771240131051,22.77018205403398,2008.0,449848.8745935082,454848.8745935082,1,33788.34508199095,139307.51772344645,2828.574659317515,3343.2040513082757,3462.797558258695,-11.709458796709887,0.10679143142006148,-0.18851972976941178,0.08143013311460019
